Sr No.,Reference No  (URN),Journal Date,"Date of Purchase",Date of Expiry,Name of the Purchaser,Prefix,Bond Number,Denominations,Issue Branch Code,Issue Teller,Status
2548,1.20191E+18,06-Jul-19,06-Jul-19,20-Jul-19,FAIRPLAN VINTRADE PRIVATE LIMITED,TL,11453,"10,00,000",1,5899230,Paid
2549,1.20191E+18,06-Jul-19,06-Jul-19,20-Jul-19,FAIRPLAN VINTRADE PRIVATE LIMITED,TL,11397,"10,00,000",1,5899230,Paid
2550,1.20191E+18,08-Jul-19,08-Jul-19,22-Jul-19,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,11398,"10,00,000",1,5899230,Paid
2551,1.20191E+18,08-Jul-19,08-Jul-19,22-Jul-19,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,11461,"10,00,000",1,5899230,Paid
2552,1.20191E+18,08-Jul-19,08-Jul-19,22-Jul-19,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,11462,"10,00,000",1,5899230,Paid
2553,1.20191E+18,08-Jul-19,08-Jul-19,22-Jul-19,CHITRAKUT HOLDINGS LTD,OC,7911,"1,00,00,000",1,5899230,Paid
2554,1.20191E+18,08-Jul-19,08-Jul-19,22-Jul-19,DAFFODIL GOODS PRIVATE LIMITED,TL,11465,"10,00,000",1,5899230,Paid
2555,1.20191E+18,08-Jul-19,08-Jul-19,22-Jul-19,DAFFODIL GOODS PRIVATE LIMITED,TL,11463,"10,00,000",1,5899230,Paid
2556,4.12019E+19,08-Jul-19,08-Jul-19,22-Jul-19,KAYPEE ENTERPRISES,OC,4746,"1,00,00,000",41,5800420,Paid
2557,4.12019E+19,08-Jul-19,08-Jul-19,22-Jul-19,KAYPEE ENTERPRISES,OC,4738,"1,00,00,000",41,5800420,Paid
2558,4.12019E+19,08-Jul-19,08-Jul-19,22-Jul-19,KAYPEE ENTERPRISES,OC,4742,"1,00,00,000",41,5800420,Paid
2559,4.12019E+19,08-Jul-19,08-Jul-19,22-Jul-19,KAYPEE ENTERPRISES,OC,4720,"1,00,00,000",41,5800420,Paid
2560,4.12019E+19,08-Jul-19,08-Jul-19,22-Jul-19,KAYPEE ENTERPRISES,OC,4734,"1,00,00,000",41,5800420,Paid
2561,4.12019E+19,08-Jul-19,08-Jul-19,22-Jul-19,KAYPEE ENTERPRISES,OC,4744,"1,00,00,000",41,5800420,Paid
2562,4.12019E+19,08-Jul-19,08-Jul-19,22-Jul-19,KAYPEE ENTERPRISES,OC,4740,"1,00,00,000",41,5800420,Paid
2563,4.12019E+19,08-Jul-19,08-Jul-19,22-Jul-19,KAYPEE ENTERPRISES,OC,4726,"1,00,00,000",41,5800420,Paid
2564,4.12019E+19,08-Jul-19,08-Jul-19,22-Jul-19,KAYPEE ENTERPRISES,OC,4728,"1,00,00,000",41,5800420,Paid
2565,4.12019E+19,08-Jul-19,08-Jul-19,22-Jul-19,KAYPEE ENTERPRISES,OC,4730,"1,00,00,000",41,5800420,Paid
2566,4.12019E+19,08-Jul-19,08-Jul-19,22-Jul-19,KAYPEE ENTERPRISES,OC,4736,"1,00,00,000",41,5800420,Paid
2567,4.12019E+19,08-Jul-19,08-Jul-19,22-Jul-19,KAYPEE ENTERPRISES,OC,4722,"1,00,00,000",41,5800420,Paid
2568,4.12019E+19,08-Jul-19,08-Jul-19,22-Jul-19,KAYPEE ENTERPRISES,OC,4732,"1,00,00,000",41,5800420,Paid
2569,4.12019E+19,08-Jul-19,08-Jul-19,22-Jul-19,KAYPEE ENTERPRISES,OC,4724,"1,00,00,000",41,5800420,Paid
2570,1.20191E+18,08-Jul-19,08-Jul-19,22-Jul-19,LILAC MERCHANDISE PRIVATE LIMITED,TL,11466,"10,00,000",1,5899230,Paid
2571,1.20191E+18,08-Jul-19,08-Jul-19,22-Jul-19,LILAC MERCHANDISE PRIVATE LIMITED,TL,11464,"10,00,000",1,5899230,Paid
2572,1.20191E+18,08-Jul-19,08-Jul-19,22-Jul-19,MAHAVIRA VINCOM PRIVATE LIMITED,TL,11467,"10,00,000",1,5899230,Paid
2573,1.20191E+18,08-Jul-19,08-Jul-19,22-Jul-19,MAHAVIRA VINCOM PRIVATE LIMITED,TL,11470,"10,00,000",1,5899230,Paid
2574,1.20191E+18,08-Jul-19,08-Jul-19,22-Jul-19,MAHAVIRA VINCOM PRIVATE LIMITED,TL,11469,"10,00,000",1,5899230,Paid
2575,3.00202E+20,09-Jul-19,09-Jul-19,23-Jul-19,ALLANA COLD STORAGE,OC,7651,"1,00,00,000",300,4180496,Paid
2576,3.00202E+20,09-Jul-19,09-Jul-19,23-Jul-19,ALLANASONS PRIVATE L,OC,7655,"1,00,00,000",300,4180496,Paid
2577,3.00202E+20,09-Jul-19,09-Jul-19,23-Jul-19,ALLANASONS PRIVATE L,OC,7653,"1,00,00,000",300,4180496,Paid
2578,1.20191E+18,09-Jul-19,09-Jul-19,23-Jul-19,ALMIGHTY FINANCE AND INVESTMENT P,TL,11485,"10,00,000",1,5899230,Paid
2579,1.20191E+18,09-Jul-19,09-Jul-19,23-Jul-19,AVEES TRADING & FINANCE PVT LTD,OC,7914,"1,00,00,000",1,5899230,Paid
2580,1.20191E+18,09-Jul-19,09-Jul-19,23-Jul-19,AVEES TRADING & FINANCE PVT LTD,OC,7918,"1,00,00,000",1,5899230,Paid
2581,1.20191E+18,09-Jul-19,09-Jul-19,23-Jul-19,AVEES TRADING & FINANCE PVT LTD,OC,7912,"1,00,00,000",1,5899230,Paid
2582,1.20191E+18,09-Jul-19,09-Jul-19,23-Jul-19,AVEES TRADING & FINANCE PVT LTD,OC,7916,"1,00,00,000",1,5899230,Paid
2583,3.00202E+20,09-Jul-19,09-Jul-19,23-Jul-19,FRIGORIFICO ALLANA P,OC,7659,"1,00,00,000",300,4180496,Paid
2584,3.00202E+20,09-Jul-19,09-Jul-19,23-Jul-19,FRIGORIFICO ALLANA P,OC,7657,"1,00,00,000",300,4180496,Paid
2585,1.20191E+18,09-Jul-19,09-Jul-19,23-Jul-19,NIRMALDEEP RESOURCES LTD,TL,11472,"10,00,000",1,5899230,Paid
2586,1.20191E+18,09-Jul-19,09-Jul-19,23-Jul-19,NIRMALDEEP RESOURCES LTD,TL,11477,"10,00,000",1,5899230,Paid
2587,1.20191E+18,09-Jul-19,09-Jul-19,23-Jul-19,NIRMALDEEP RESOURCES LTD,TL,11481,"10,00,000",1,5899230,Paid
2588,1.20191E+18,09-Jul-19,09-Jul-19,23-Jul-19,NIRMALDEEP RESOURCES LTD,TL,11468,"10,00,000",1,5899230,Paid
2589,3.00202E+20,09-Jul-19,09-Jul-19,23-Jul-19,TAQUITO LEASE OPERATORS PVT. LTD,OC,7652,"1,00,00,000",300,4180496,Paid
2590,3.00202E+20,09-Jul-19,09-Jul-19,23-Jul-19,TAQUITO LEASE OPERATORS PVT. LTD,OC,7650,"1,00,00,000",300,4180496,Paid
2591,3.00202E+20,09-Jul-19,09-Jul-19,23-Jul-19,TAQUITO LEASE OPERATORS PVT. LTD,OC,7648,"1,00,00,000",300,4180496,Paid
2592,3.00202E+20,09-Jul-19,09-Jul-19,23-Jul-19,TAQUITO LEASE OPERATORS PVT. LTD,OC,7654,"1,00,00,000",300,4180496,Paid
2593,3.00202E+20,10-Jul-19,10-Jul-19,24-Jul-19,CIPLA LTD,OC,7662,"1,00,00,000",300,4180496,Paid
2594,3.00202E+20,10-Jul-19,10-Jul-19,24-Jul-19,CIPLA LTD,OC,7658,"1,00,00,000",300,4180496,Paid
2595,3.00202E+20,10-Jul-19,10-Jul-19,24-Jul-19,CIPLA LTD,OC,7656,"1,00,00,000",300,4180496,Paid
2596,3.00202E+20,10-Jul-19,10-Jul-19,24-Jul-19,CIPLA LTD,OC,7664,"1,00,00,000",300,4180496,Paid
2597,3.00202E+20,10-Jul-19,10-Jul-19,24-Jul-19,CIPLA LTD,OC,7668,"1,00,00,000",300,4180496,Paid
2598,3.00202E+20,10-Jul-19,10-Jul-19,24-Jul-19,CIPLA LTD,OC,7660,"1,00,00,000",300,4180496,Paid
2599,3.00202E+20,10-Jul-19,10-Jul-19,24-Jul-19,CIPLA LTD,OC,7666,"1,00,00,000",300,4180496,Paid
2600,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,CONFIDENT FINANCIAL CONSULTANCY PRI,TL,11475,"10,00,000",1,5899230,Paid
2601,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,CONFIDENT FINANCIAL CONSULTANCY PRI,TL,11478,"10,00,000",1,5899230,Paid
2602,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,CONFIDENT FINANCIAL CONSULTANCY PRI,OL,1156,"1,00,000",1,5899230,Paid
2603,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,CONFIDENT FINANCIAL CONSULTANCY PRI,OL,1160,"1,00,000",1,5899230,Paid
2604,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,CONFIDENT FINANCIAL CONSULTANCY PRI,OL,1158,"1,00,000",1,5899230,Paid
2605,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,CONFIDENT FINANCIAL CONSULTANCY PRI,OL,1154,"1,00,000",1,5899230,Paid
2606,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,CONFIDENT FINANCIAL CONSULTANCY PRI,OL,1162,"1,00,000",1,5899230,Paid
2607,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,PERFECT INVESTMENT CONSULTANCY PRIV,TL,11474,"10,00,000",1,5899230,Paid
2608,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,PERFECT INVESTMENT CONSULTANCY PRIV,OL,1157,"1,00,000",1,5899230,Paid
2609,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,PERFECT INVESTMENT CONSULTANCY PRIV,OL,1159,"1,00,000",1,5899230,Paid
2610,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,PERFECT INVESTMENT CONSULTANCY PRIV,OL,1151,"1,00,000",1,5899230,Paid
2611,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,PERFECT INVESTMENT CONSULTANCY PRIV,OL,1147,"1,00,000",1,5899230,Paid
2612,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,PERFECT INVESTMENT CONSULTANCY PRIV,OL,1145,"1,00,000",1,5899230,Paid
2613,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,PERFECT INVESTMENT CONSULTANCY PRIV,OL,1153,"1,00,000",1,5899230,Paid
2614,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,PERFECT INVESTMENT CONSULTANCY PRIV,OL,1149,"1,00,000",1,5899230,Paid
2615,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,PERFECT INVESTMENT CONSULTANCY PRIV,OL,1155,"1,00,000",1,5899230,Paid
2616,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,SIDHANT INVESTMENT ADVISORY PRIVATE,TL,11482,"10,00,000",1,5899230,Paid
2617,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,SIDHANT INVESTMENT ADVISORY PRIVATE,TL,11480,"10,00,000",1,5899230,Paid
2618,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,SIDHANT INVESTMENT ADVISORY PRIVATE,OL,1146,"1,00,000",1,5899230,Paid
2619,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,SIDHANT INVESTMENT ADVISORY PRIVATE,OL,1148,"1,00,000",1,5899230,Paid
2620,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,SIDHANT INVESTMENT ADVISORY PRIVATE,OL,1150,"1,00,000",1,5899230,Paid
2621,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,SIDHANT INVESTMENT ADVISORY PRIVATE,OL,1152,"1,00,000",1,5899230,Paid
2622,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,SIDHANT INVESTMENT ADVISORY PRIVATE,OL,1144,"1,00,000",1,5899230,Paid
2623,1.20191E+18,10-Jul-19,10-Jul-19,24-Jul-19,SKP MERCHANTS LLP,OC,7923,"1,00,00,000",1,5899230,Paid
2624,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,AVEES TRADING & FINANCE PVT LTD,OC,7941,"1,00,00,000",1,5899230,Paid
2625,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,AVEES TRADING & FINANCE PVT LTD,OC,7932,"1,00,00,000",1,5899230,Paid
2626,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,AVEES TRADING & FINANCE PVT LTD,OC,7928,"1,00,00,000",1,5899230,Paid
2627,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,AVEES TRADING & FINANCE PVT LTD,OC,7939,"1,00,00,000",1,5899230,Paid
2628,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,AVEES TRADING & FINANCE PVT LTD,OC,7949,"1,00,00,000",1,5899230,Paid
2629,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,AVEES TRADING & FINANCE PVT LTD,OC,7926,"1,00,00,000",1,5899230,Paid
2630,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,AVEES TRADING & FINANCE PVT LTD,OC,7927,"1,00,00,000",1,5899230,Paid
2631,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,AVEES TRADING & FINANCE PVT LTD,OC,7931,"1,00,00,000",1,5899230,Paid
2632,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,AVEES TRADING & FINANCE PVT LTD,OC,7933,"1,00,00,000",1,5899230,Paid
2633,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,AVEES TRADING & FINANCE PVT LTD,OC,7944,"1,00,00,000",1,5899230,Paid
2634,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,AVEES TRADING & FINANCE PVT LTD,OC,7936,"1,00,00,000",1,5899230,Paid
2635,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,AVEES TRADING & FINANCE PVT LTD,OC,7943,"1,00,00,000",1,5899230,Paid
2636,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,AVEES TRADING & FINANCE PVT LTD,OC,7937,"1,00,00,000",1,5899230,Paid
2637,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,AVEES TRADING & FINANCE PVT LTD,OC,7938,"1,00,00,000",1,5899230,Paid
2638,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,AVEES TRADING & FINANCE PVT LTD,OC,7945,"1,00,00,000",1,5899230,Paid
2639,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,AVEES TRADING & FINANCE PVT LTD,OC,7934,"1,00,00,000",1,5899230,Paid
2640,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,AVEES TRADING & FINANCE PVT LTD,OC,7948,"1,00,00,000",1,5899230,Paid
2641,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,AVEES TRADING & FINANCE PVT LTD,OC,7947,"1,00,00,000",1,5899230,Paid
2642,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,AVEES TRADING & FINANCE PVT LTD,OC,7942,"1,00,00,000",1,5899230,Paid
2643,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,AVEES TRADING & FINANCE PVT LTD,OC,7929,"1,00,00,000",1,5899230,Paid
2644,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,HALDIA ENERGY LIMITED,TL,11488,"10,00,000",1,5899230,Paid
2645,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,HALDIA ENERGY LIMITED,TL,11486,"10,00,000",1,5899230,Paid
2646,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,HALDIA ENERGY LIMITED,TL,11483,"10,00,000",1,5899230,Paid
2647,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,HALDIA ENERGY LIMITED,TL,11479,"10,00,000",1,5899230,Paid
2648,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,HALDIA ENERGY LIMITED,TL,11471,"10,00,000",1,5899230,Paid
2649,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,HALDIA ENERGY LIMITED,TL,11490,"10,00,000",1,5899230,Paid
2650,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,HALDIA ENERGY LIMITED,TL,11487,"10,00,000",1,5899230,Paid
2651,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,HALDIA ENERGY LIMITED,TL,11476,"10,00,000",1,5899230,Paid
2652,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,HALDIA ENERGY LIMITED,TL,11484,"10,00,000",1,5899230,Paid
2653,1.20191E+18,01-Oct-19,01-Oct-19,15-Oct-19,HALDIA ENERGY LIMITED,TL,11473,"10,00,000",1,5899230,Paid
2654,1.3552E+21,01-Oct-19,01-Oct-19,15-Oct-19,TORRENT  POWER  LIMITED,OC,3887,"1,00,00,000",1355,5137969,Paid
2655,1.3552E+21,01-Oct-19,01-Oct-19,15-Oct-19,TORRENT  POWER  LIMITED,OC,3878,"1,00,00,000",1355,5137969,Paid
2656,1.3552E+21,01-Oct-19,01-Oct-19,15-Oct-19,TORRENT  POWER  LIMITED,OC,3895,"1,00,00,000",1355,5137969,Paid
2657,1.3552E+21,01-Oct-19,01-Oct-19,15-Oct-19,TORRENT  POWER  LIMITED,OC,3893,"1,00,00,000",1355,5137969,Paid
2658,1.3552E+21,01-Oct-19,01-Oct-19,15-Oct-19,TORRENT  POWER  LIMITED,OC,3897,"1,00,00,000",1355,5137969,Paid
2659,1.3552E+21,01-Oct-19,01-Oct-19,15-Oct-19,TORRENT  POWER  LIMITED,OC,3891,"1,00,00,000",1355,5137969,Paid
2660,1.3552E+21,01-Oct-19,01-Oct-19,15-Oct-19,TORRENT  POWER  LIMITED,OC,3899,"1,00,00,000",1355,5137969,Paid
2661,1.3552E+21,01-Oct-19,01-Oct-19,15-Oct-19,TORRENT PHARMACEUTICALS LIMITED,OC,3886,"1,00,00,000",1355,5137969,Paid
2662,1.3552E+21,01-Oct-19,01-Oct-19,15-Oct-19,TORRENT PHARMACEUTICALS LIMITED,OC,3888,"1,00,00,000",1355,5137969,Paid
2663,1.3552E+21,01-Oct-19,01-Oct-19,15-Oct-19,TORRENT PHARMACEUTICALS LIMITED,OC,3880,"1,00,00,000",1355,5137969,Paid
2664,1.3552E+21,01-Oct-19,01-Oct-19,15-Oct-19,TORRENT PHARMACEUTICALS LIMITED,OC,3884,"1,00,00,000",1355,5137969,Paid
2665,1.3552E+21,01-Oct-19,01-Oct-19,15-Oct-19,TORRENT PHARMACEUTICALS LIMITED,OC,3882,"1,00,00,000",1355,5137969,Paid
2666,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,AMBUJA REALTY EVENTS MANAGMENT LTD,TL,11489,"10,00,000",1,5899230,Paid
2667,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,AMBUJA REALTY EVENTS MANAGMENT LTD,TL,11491,"10,00,000",1,5899230,Paid
2668,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,AMBUJA REALTY EVENTS MANAGMENT LTD,TL,11493,"10,00,000",1,5899230,Paid
2669,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,AMBUJA REALTY EVENTS MANAGMENT LTD,TL,11495,"10,00,000",1,5899230,Paid
2670,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,AMBUJA REALTY EVENTS MANAGMENT LTD,TL,11497,"10,00,000",1,5899230,Paid
2671,3.00202E+20,03-Oct-19,03-Oct-19,17-Oct-19,CIPLA LIMITED,OC,7673,"1,00,00,000",300,2836831,Paid
2672,3.00202E+20,03-Oct-19,03-Oct-19,17-Oct-19,CIPLA LIMITED,OC,7671,"1,00,00,000",300,2836831,Paid
2673,3.00202E+20,03-Oct-19,03-Oct-19,17-Oct-19,CIPLA LIMITED,OC,7669,"1,00,00,000",300,2836831,Paid
2674,3.00202E+20,03-Oct-19,03-Oct-19,17-Oct-19,CIPLA LIMITED,OC,7683,"1,00,00,000",300,2836831,Paid
2675,3.00202E+20,03-Oct-19,03-Oct-19,17-Oct-19,CIPLA LIMITED,OC,7677,"1,00,00,000",300,2836831,Paid
2676,3.00202E+20,03-Oct-19,03-Oct-19,17-Oct-19,CIPLA LIMITED,OC,7675,"1,00,00,000",300,2836831,Paid
2677,3.00202E+20,03-Oct-19,03-Oct-19,17-Oct-19,CIPLA LIMITED,OC,7679,"1,00,00,000",300,2836831,Paid
2678,3.00202E+20,03-Oct-19,03-Oct-19,17-Oct-19,CIPLA LIMITED,OC,7681,"1,00,00,000",300,2836831,Paid
2679,8.47202E+20,03-Oct-19,03-Oct-19,17-Oct-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6774,"1,00,00,000",847,6390129,Paid
2680,8.47202E+20,03-Oct-19,03-Oct-19,17-Oct-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6771,"1,00,00,000",847,6390129,Paid
2681,8.47202E+20,03-Oct-19,03-Oct-19,17-Oct-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6772,"1,00,00,000",847,6390129,Paid
2682,8.47202E+20,03-Oct-19,03-Oct-19,17-Oct-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6767,"1,00,00,000",847,6390129,Paid
2683,8.47202E+20,03-Oct-19,03-Oct-19,17-Oct-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6769,"1,00,00,000",847,6390129,Paid
2684,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,PUSHKARA COMMOSALES PRIVATE LIMITED,TL,13411,"10,00,000",1,5899230,Paid
2685,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,PUSHKARA COMMOSALES PRIVATE LIMITED,TL,13409,"10,00,000",1,5899230,Paid
2686,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,PUSHKARA COMMOSALES PRIVATE LIMITED,TL,11499,"10,00,000",1,5899230,Paid
2687,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,PUSHKARA COMMOSALES PRIVATE LIMITED,TL,13405,"10,00,000",1,5899230,Paid
2688,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,PUSHKARA COMMOSALES PRIVATE LIMITED,TL,13403,"10,00,000",1,5899230,Paid
2689,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,PUSHKARA COMMOSALES PRIVATE LIMITED,TL,13401,"10,00,000",1,5899230,Paid
2690,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,PUSHKARA COMMOSALES PRIVATE LIMITED,TL,13407,"10,00,000",1,5899230,Paid
2691,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,PUSHKARA COMMOSALES PRIVATE LIMITED,OL,1165,"1,00,000",1,5899230,Paid
2692,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,PUSHKARA COMMOSALES PRIVATE LIMITED,OL,1169,"1,00,000",1,5899230,Paid
2693,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,PUSHKARA COMMOSALES PRIVATE LIMITED,OL,1163,"1,00,000",1,5899230,Paid
2694,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,PUSHKARA COMMOSALES PRIVATE LIMITED,OL,1161,"1,00,000",1,5899230,Paid
2695,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,PUSHKARA COMMOSALES PRIVATE LIMITED,OL,1167,"1,00,000",1,5899230,Paid
2696,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,ROOPREKHA VYAPAAR PRIVATE LIMITED,TL,11500,"10,00,000",1,5899230,Paid
2697,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,ROOPREKHA VYAPAAR PRIVATE LIMITED,TL,11498,"10,00,000",1,5899230,Paid
2698,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,ROOPREKHA VYAPAAR PRIVATE LIMITED,TL,11492,"10,00,000",1,5899230,Paid
2699,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,ROOPREKHA VYAPAAR PRIVATE LIMITED,TL,11494,"10,00,000",1,5899230,Paid
2700,1.20191E+18,03-Oct-19,03-Oct-19,17-Oct-19,ROOPREKHA VYAPAAR PRIVATE LIMITED,TL,11496,"10,00,000",1,5899230,Paid
2701,1.3552E+21,03-Oct-19,03-Oct-19,17-Oct-19,TORRENT  POWER  LIMITED,OC,3896,"1,00,00,000",1355,5137969,Paid
2702,1.3552E+21,03-Oct-19,03-Oct-19,17-Oct-19,TORRENT  POWER  LIMITED,OC,3889,"1,00,00,000",1355,5137969,Paid
2703,1.3552E+21,03-Oct-19,03-Oct-19,17-Oct-19,TORRENT  POWER  LIMITED,OC,3892,"1,00,00,000",1355,5137969,Paid
2704,3.00202E+20,04-Oct-19,04-Oct-19,18-Oct-19,CENTURY TEXTILES AND INDUSTRIES LTD,OC,7678,"1,00,00,000",300,2836831,Paid
2705,1.20191E+18,04-Oct-19,04-Oct-19,18-Oct-19,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,13402,"10,00,000",1,5899230,Paid
2706,1.20191E+18,04-Oct-19,04-Oct-19,18-Oct-19,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,13412,"10,00,000",1,5899230,Paid
2707,1.20191E+18,04-Oct-19,04-Oct-19,18-Oct-19,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,13408,"10,00,000",1,5899230,Paid
2708,1.20191E+18,04-Oct-19,04-Oct-19,18-Oct-19,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,13418,"10,00,000",1,5899230,Paid
2709,1.20191E+18,04-Oct-19,04-Oct-19,18-Oct-19,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,13404,"10,00,000",1,5899230,Paid
2710,1.20191E+18,04-Oct-19,04-Oct-19,18-Oct-19,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,13414,"10,00,000",1,5899230,Paid
2711,1.20191E+18,04-Oct-19,04-Oct-19,18-Oct-19,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,13416,"10,00,000",1,5899230,Paid
2712,1.20191E+18,04-Oct-19,04-Oct-19,18-Oct-19,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,13410,"10,00,000",1,5899230,Paid
2713,1.20191E+18,04-Oct-19,04-Oct-19,18-Oct-19,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,13406,"10,00,000",1,5899230,Paid
2714,1.20191E+18,04-Oct-19,04-Oct-19,18-Oct-19,MANKIND TRACOM PRIVATE LIMITED,TL,13421,"10,00,000",1,5899230,Paid
2715,1.20191E+18,04-Oct-19,04-Oct-19,18-Oct-19,MANKIND TRACOM PRIVATE LIMITED,TL,13413,"10,00,000",1,5899230,Paid
2716,1.20191E+18,04-Oct-19,04-Oct-19,18-Oct-19,MANKIND TRACOM PRIVATE LIMITED,TL,13419,"10,00,000",1,5899230,Paid
2717,1.20191E+18,04-Oct-19,04-Oct-19,18-Oct-19,MANKIND TRACOM PRIVATE LIMITED,TL,13415,"10,00,000",1,5899230,Paid
2718,1.20191E+18,04-Oct-19,04-Oct-19,18-Oct-19,MANKIND TRACOM PRIVATE LIMITED,TL,13423,"10,00,000",1,5899230,Paid
2719,1.20191E+18,04-Oct-19,04-Oct-19,18-Oct-19,MANKIND TRACOM PRIVATE LIMITED,TL,13417,"10,00,000",1,5899230,Paid
2720,1.20191E+18,04-Oct-19,04-Oct-19,18-Oct-19,MKJ ENTERPRISES LTD,OC,7935,"1,00,00,000",1,5899230,Paid
