Sr No.,Reference No  (URN),Journal Date,"Date of Purchase",Date of Expiry,Name of the Purchaser,Prefix,Bond Number,Denominations,Issue Branch Code,Issue Teller,Status
9532,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,RISHABH KHEMKA / ISHWAR CHAND KHEMK,OL,3041,"1,00,000",691,5972302,Paid
9533,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,RISHABH KHEMKA / ISHWAR CHAND KHEMK,OL,3039,"1,00,000",691,5972302,Paid
9534,8.47202E+20,07-Jul-22,07-Jul-22,21-Jul-22,SELMAR LAB PRIVATE LTD,OC,12110,"1,00,00,000",847,7450648,Paid
9535,8.47202E+20,07-Jul-22,07-Jul-22,21-Jul-22,SELMAR LAB PRIVATE LTD,OC,12106,"1,00,00,000",847,7450648,Paid
9536,8.47202E+20,07-Jul-22,07-Jul-22,21-Jul-22,SELMAR LAB PRIVATE LTD,OC,12108,"1,00,00,000",847,7450648,Paid
9537,8.47202E+20,07-Jul-22,07-Jul-22,21-Jul-22,SELMAR LAB PRIVATE LTD,OC,12102,"1,00,00,000",847,7450648,Paid
9538,8.47202E+20,07-Jul-22,07-Jul-22,21-Jul-22,SELMAR LAB PRIVATE LTD,OC,12143,"1,00,00,000",847,7450648,Paid
9539,8.47202E+20,07-Jul-22,07-Jul-22,21-Jul-22,SELMAR LAB PRIVATE LTD,OC,12104,"1,00,00,000",847,7450648,Paid
9540,8.47202E+20,07-Jul-22,07-Jul-22,21-Jul-22,SELMAR LAB PRIVATE LTD,OC,12145,"1,00,00,000",847,7450648,Paid
9541,8.47202E+20,07-Jul-22,07-Jul-22,21-Jul-22,SELMAR LAB PRIVATE LTD,OC,12150,"1,00,00,000",847,7450648,Paid
9542,8.47202E+20,07-Jul-22,07-Jul-22,21-Jul-22,SELMAR LAB PRIVATE LTD,OC,12148,"1,00,00,000",847,7450648,Paid
9543,8.47202E+20,07-Jul-22,07-Jul-22,21-Jul-22,SELMAR LAB PRIVATE LTD,OC,12141,"1,00,00,000",847,7450648,Paid
9544,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,VEDANTA LIMITED,OC,11818,"1,00,00,000",691,5972302,Paid
9545,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,VEDANTA LIMITED,OC,11822,"1,00,00,000",691,5972302,Paid
9546,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,VEDANTA LIMITED,OC,11802,"1,00,00,000",691,5972302,Paid
9547,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,VEDANTA LIMITED,OC,11804,"1,00,00,000",691,5972302,Paid
9548,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,VEDANTA LIMITED,OC,11830,"1,00,00,000",691,5972302,Paid
9549,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,VEDANTA LIMITED,OC,11828,"1,00,00,000",691,5972302,Paid
9550,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,VEDANTA LIMITED,OC,11812,"1,00,00,000",691,5972302,Paid
9551,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,VEDANTA LIMITED,OC,11814,"1,00,00,000",691,5972302,Paid
9552,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,VEDANTA LIMITED,OC,11808,"1,00,00,000",691,5972302,Paid
9553,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,VEDANTA LIMITED,OC,11792,"1,00,00,000",691,5972302,Paid
9554,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,VEDANTA LIMITED,OC,11806,"1,00,00,000",691,5972302,Paid
9555,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,VEDANTA LIMITED,OC,11796,"1,00,00,000",691,5972302,Paid
9556,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,VEDANTA LIMITED,OC,11810,"1,00,00,000",691,5972302,Paid
9557,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,VEDANTA LIMITED,OC,11800,"1,00,00,000",691,5972302,Paid
9558,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,VEDANTA LIMITED,OC,11820,"1,00,00,000",691,5972302,Paid
9559,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,VEDANTA LIMITED,OC,11794,"1,00,00,000",691,5972302,Paid
9560,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,VEDANTA LIMITED,OC,11798,"1,00,00,000",691,5972302,Paid
9561,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,VEDANTA LIMITED,OC,11816,"1,00,00,000",691,5972302,Paid
9562,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,VEDANTA LIMITED,OC,11826,"1,00,00,000",691,5972302,Paid
9563,6.91202E+20,07-Jul-22,07-Jul-22,21-Jul-22,VEDANTA LIMITED,OC,11832,"1,00,00,000",691,5972302,Paid
9564,1.20221E+18,07-Jul-22,07-Jul-22,21-Jul-22,WESTWELL GASES PRIVATE LIMITED,OC,10361,"1,00,00,000",1,6405134,Paid
9565,1.20221E+18,07-Jul-22,07-Jul-22,21-Jul-22,WESTWELL GASES PRIVATE LIMITED,OC,10363,"1,00,00,000",1,6405134,Paid
9566,3.00202E+20,07-Jul-22,07-Jul-22,21-Jul-22,YOGA BUILDERS PVT LTD,OC,11310,"1,00,00,000",300,7905165,Paid
9567,3.00202E+20,07-Jul-22,07-Jul-22,21-Jul-22,YOGA BUILDERS PVT LTD,OC,11308,"1,00,00,000",300,7905165,Paid
9568,3.00202E+20,07-Jul-22,07-Jul-22,21-Jul-22,YOGA BUILDERS PVT LTD,TL,13253,"10,00,000",300,7905165,Paid
9569,3.00202E+20,07-Jul-22,07-Jul-22,21-Jul-22,YOGA BUILDERS PVT LTD,TL,13264,"10,00,000",300,7905165,Paid
9570,3.00202E+20,07-Jul-22,07-Jul-22,21-Jul-22,YOGA BUILDERS PVT LTD,TL,13255,"10,00,000",300,7905165,Paid
9571,3.00202E+20,07-Jul-22,07-Jul-22,21-Jul-22,YOGA BUILDERS PVT LTD,TL,13260,"10,00,000",300,7905165,Paid
9572,3.00202E+20,07-Jul-22,07-Jul-22,21-Jul-22,YOGA BUILDERS PVT LTD,TL,13262,"10,00,000",300,7905165,Paid
9573,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,AQ SQUARE REALTORS PRIVATE LIMITED,OC,12156,"1,00,00,000",847,7443242,Paid
9574,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,AQ SQUARE REALTORS PRIVATE LIMITED,OC,12180,"1,00,00,000",847,7443242,Paid
9575,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,AQ SQUARE REALTORS PRIVATE LIMITED,OC,12160,"1,00,00,000",847,7443242,Paid
9576,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,AQ SQUARE REALTORS PRIVATE LIMITED,OC,12158,"1,00,00,000",847,7443242,Paid
9577,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,AQ SQUARE REALTORS PRIVATE LIMITED,OC,12178,"1,00,00,000",847,7443242,Paid
9578,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,AQ SQUARE REALTORS PRIVATE LIMITED,OC,12154,"1,00,00,000",847,7443242,Paid
9579,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,AQ SQUARE REALTORS PRIVATE LIMITED,OC,12176,"1,00,00,000",847,7443242,Paid
9580,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,AQ SQUARE REALTORS PRIVATE LIMITED,OC,12152,"1,00,00,000",847,7443242,Paid
9581,6.56202E+20,08-Jul-22,08-Jul-22,22-Jul-22,DR HEALTHTECH,TL,1692,"10,00,000",656,6987052,Paid
9582,6.56202E+20,08-Jul-22,08-Jul-22,22-Jul-22,DR HEALTHTECH,TL,1695,"10,00,000",656,6987052,Paid
9583,6.56202E+20,08-Jul-22,08-Jul-22,22-Jul-22,DR HEALTHTECH,TL,1689,"10,00,000",656,6987052,Paid
9584,6.56202E+20,08-Jul-22,08-Jul-22,22-Jul-22,DR HEALTHTECH,TL,1698,"10,00,000",656,6987052,Paid
9585,1.20221E+18,08-Jul-22,08-Jul-22,22-Jul-22,GREAT EASTERN STORES PVT LTD,OC,10370,"1,00,00,000",1,6405134,Paid
9586,1.20221E+18,08-Jul-22,08-Jul-22,22-Jul-22,GREAT EASTERN STORES PVT LTD,OC,10368,"1,00,00,000",1,6405134,Paid
9587,1.20221E+18,08-Jul-22,08-Jul-22,22-Jul-22,IFB AGRO INDUSTRIES LIMITED,OC,10367,"1,00,00,000",1,6405134,Paid
9588,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12157,"1,00,00,000",847,7450648,Paid
9589,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12165,"1,00,00,000",847,7450648,Paid
9590,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12171,"1,00,00,000",847,7450648,Paid
9591,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12161,"1,00,00,000",847,7450648,Paid
9592,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12155,"1,00,00,000",847,7450648,Paid
9593,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12179,"1,00,00,000",847,7450648,Paid
9594,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12116,"1,00,00,000",847,7450648,Paid
9595,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12124,"1,00,00,000",847,7450648,Paid
9596,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12167,"1,00,00,000",847,7450648,Paid
9597,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12120,"1,00,00,000",847,7450648,Paid
9598,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12175,"1,00,00,000",847,7450648,Paid
9599,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12114,"1,00,00,000",847,7450648,Paid
9600,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12177,"1,00,00,000",847,7450648,Paid
9601,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12146,"1,00,00,000",847,7450648,Paid
9602,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12118,"1,00,00,000",847,7450648,Paid
9603,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12159,"1,00,00,000",847,7450648,Paid
9604,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12173,"1,00,00,000",847,7450648,Paid
9605,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12153,"1,00,00,000",847,7450648,Paid
9606,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12163,"1,00,00,000",847,7450648,Paid
9607,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12181,"1,00,00,000",847,7450648,Paid
9608,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12112,"1,00,00,000",847,7450648,Paid
9609,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12122,"1,00,00,000",847,7450648,Paid
9610,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12144,"1,00,00,000",847,7450648,Paid
9611,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12169,"1,00,00,000",847,7450648,Paid
9612,8.47202E+20,08-Jul-22,08-Jul-22,22-Jul-22,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12151,"1,00,00,000",847,7450648,Paid
9613,4.12022E+19,08-Jul-22,08-Jul-22,22-Jul-22,PROCURE ADVISORY SERVICES PRIVATE L,OC,4806,"1,00,00,000",41,7409060,Paid
9614,1.20221E+18,08-Jul-22,08-Jul-22,22-Jul-22,RIPLEY & CO STEVDORING & HANDLING PVT LT D,OC,10365,"1,00,00,000",1,6405134,Paid
9615,1.20221E+18,08-Jul-22,08-Jul-22,22-Jul-22,RIPLEY & CO STEVDORING & HANDLING PVT LT D,TL,14807,"10,00,000",1,6405134,Paid
9616,1.20221E+18,08-Jul-22,08-Jul-22,22-Jul-22,RIPLEY & CO STEVDORING & HANDLING PVT LT D,TL,14811,"10,00,000",1,6405134,Paid
9617,1.20221E+18,08-Jul-22,08-Jul-22,22-Jul-22,RIPLEY & CO STEVDORING & HANDLING PVT LT D,TL,14813,"10,00,000",1,6405134,Paid
9618,1.20221E+18,08-Jul-22,08-Jul-22,22-Jul-22,RIPLEY & CO STEVDORING & HANDLING PVT LT D,TL,14805,"10,00,000",1,6405134,Paid
9619,1.20221E+18,08-Jul-22,08-Jul-22,22-Jul-22,RIPLEY & CO STEVDORING & HANDLING PVT LT D,TL,14809,"10,00,000",1,6405134,Paid
9620,4.12022E+19,08-Jul-22,08-Jul-22,22-Jul-22,ROSHNI DEALMARK PRIVATE LIMITED,OC,4804,"1,00,00,000",41,7409060,Paid
9621,1.20221E+18,01-Oct-22,01-Oct-22,15-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,OC,10373,"1,00,00,000",1,5054982,Paid
9622,1.20221E+18,01-Oct-22,01-Oct-22,15-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,OC,10375,"1,00,00,000",1,5054982,Paid
9623,1.20221E+18,01-Oct-22,01-Oct-22,15-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,OC,10369,"1,00,00,000",1,5054982,Paid
9624,1.20221E+18,01-Oct-22,01-Oct-22,15-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,OC,10371,"1,00,00,000",1,5054982,Paid
9625,8.47202E+20,03-Oct-22,03-Oct-22,17-Oct-22,NCC LIMITED,OC,12170,"1,00,00,000",847,6422705,Paid
9626,8.47202E+20,03-Oct-22,03-Oct-22,17-Oct-22,NCC LIMITED,OC,12192,"1,00,00,000",847,6422705,Paid
9627,8.47202E+20,03-Oct-22,03-Oct-22,17-Oct-22,NCC LIMITED,OC,12238,"1,00,00,000",847,6422705,Paid
9628,8.47202E+20,03-Oct-22,03-Oct-22,17-Oct-22,NCC LIMITED,OC,12240,"1,00,00,000",847,6422705,Paid
9629,8.47202E+20,03-Oct-22,03-Oct-22,17-Oct-22,NCC LIMITED,OC,12162,"1,00,00,000",847,6422705,Paid
9630,8.47202E+20,03-Oct-22,03-Oct-22,17-Oct-22,NCC LIMITED,OC,12182,"1,00,00,000",847,6422705,Paid
9631,8.47202E+20,03-Oct-22,03-Oct-22,17-Oct-22,NCC LIMITED,OC,12217,"1,00,00,000",847,6422705,Paid
9632,8.47202E+20,03-Oct-22,03-Oct-22,17-Oct-22,NCC LIMITED,OC,12196,"1,00,00,000",847,6422705,Paid
